Hora del día,Dispositivos,Ancho de banda (Mbps),Tipo de tráfico,Tráfico de datos (Bytes)
9,354,10,ssh,369563.22895987995
8,167,67,web,95482.87800251099
9,715,92,ftp,552787.3440859829
8,435,53,ssh,376641.786880584
8,770,15,ssh,377309.70724833384
16,920,59,audio,527398.2918484348
8,973,81,audio,430464.2933048289
11,399,97,ssh,418628.4298843344
17,456,29,ftp,470728.76095069916
13,355,23,video,271836.0265421114
14,1107,14,audio,383172.5550207945
9,452,50,ftp,524645.8392437542
13,623,49,ftp,490405.85651071405
14,1049,43,audio,452403.38504684315
17,855,89,video,398283.47618994623
17,383,54,audio,272695.3982102247
9,1435,80,ftp,702490.6259937376
9,198,89,web,247985.58800569168
17,296,80,audio,421868.75993621576
14,581,36,ftp,571347.8165815613
8,977,87,audio,417364.45137575886
15,1349,87,ftp,711947.6782356636
10,714,53,video,403469.8278548463
13,717,42,ftp,632140.4909319325
16,1488,42,ssh,706050.73480262
13,467,53,web,293384.25454288756
16,669,29,ftp,538319.7392438175
14,689,45,audio,452542.5143629904
16,1198,16,audio,506578.89235569234
9,1165,41,ftp,676431.4008535043
15,521,76,ssh,357517.60368705634
15,935,48,ftp,609061.4130749399
9,1304,33,video,496528.25676593074
11,644,95,ssh,569118.8993813996
14,170,79,ftp,520819.93435949145
11,1228,97,web,450741.7904550653
11,1323,96,ssh,694381.5489405516
13,1224,63,ftp,730455.7259996253
17,867,47,web,385620.3335963074
13,406,83,ftp,611296.6886215929
17,476,89,video,423132.9423665139
10,754,84,audio,382073.95248320454
16,777,41,ftp,599193.6294292172
17,498,54,ssh,443910.4634428843
9,320,70,ftp,448266.9887897447
13,281,79,ftp,531171.7212025455
14,406,97,ftp,500660.94261086354
16,621,62,ftp,450449.1103512346
10,1113,60,ssh,570965.9693924598
17,103,85,ssh,363285.3210473803
10,962,65,ftp,618163.5578647273
14,947,36,audio,462209.4857913123
11,903,47,ftp,632670.0174083262
15,1404,71,ssh,686676.6150396349
14,314,27,video,400812.21418290323
12,1071,73,ftp,577245.1619931143
14,200,86,ftp,493199.3247945251
10,1062,39,ftp,680322.5644680145
9,672,58,ftp,473967.5045681616
13,1432,50,web,566386.9145863549
9,757,22,ftp,479932.4954399335
10,1038,43,ssh,486501.4377475013
13,1186,34,ssh,584010.0221677419
12,325,75,web,298295.5208064405
15,204,27,ftp,474887.50619861326
16,871,14,audio,363111.8789613399
10,1378,28,ftp,661327.0048627146
17,528,51,ssh,431822.2714258247
10,533,27,video,295653.88719647116
10,1330,41,video,490063.1842233608
13,1151,30,audio,422654.9817022091
8,781,19,ftp,531779.7580176253
14,1459,46,web,542410.6831534335
8,687,58,ftp,432739.6685062367
12,1192,95,audio,513498.0537104028
17,965,22,audio,380165.0907114547
15,845,64,audio,457454.2704507
11,1290,26,video,494863.4709498126
12,963,18,ftp,509033.549098836
11,467,97,ftp,536883.2257673787
11,350,53,web,222153.86972774524
15,958,87,audio,444301.8024323651
9,955,55,audio,302500.54562218115
8,1293,17,ssh,604427.5680711737
10,1213,46,ssh,606645.4260584554
16,660,28,video,426272.8922140657
11,393,72,ftp,393220.95293221204
17,1018,55,web,476568.45891673816
12,1273,80,web,421286.83068196045
9,1255,35,audio,440832.3274949706
11,532,55,web,404502.20281797653
9,158,55,audio,218918.17779453853
9,1068,84,ftp,637710.498121325
11,935,23,web,381604.6131041309
13,298,94,audio,341108.60964400426
14,314,72,ftp,482900.02712772554
17,997,81,ftp,643719.4280944599
10,571,12,audio,333797.029547027
10,346,37,audio,285104.08206119697
17,481,38,video,475764.15620553715
13,1090,96,ftp,565366.9719600361
10,1362,27,audio,536972.9052007688
9,1026,44,ftp,613317.1149343776
15,1490,86,web,550919.95606647
12,1291,85,ssh,666548.9713820064
8,659,56,ssh,445170.03023658035
10,1174,14,audio,348351.29620865616
17,788,84,audio,430985.3670142757
15,479,68,ftp,455240.28911877226
11,573,84,audio,325007.0395070968
14,1203,68,ftp,582479.0163083794
17,796,56,audio,398332.75707780826
9,1490,22,ftp,624168.8153008275
14,1010,87,audio,346621.50850364484
12,1059,98,video,555811.0955641145
12,577,42,ftp,607416.092900244
13,1103,71,video,551411.8596748144
16,1025,88,video,518853.8021732886
13,806,25,video,435962.68021618924
15,1337,53,video,547850.7065993412
14,1492,67,web,506402.0791933479
16,953,15,ssh,526249.5952963383
11,1237,98,web,409347.5784800853
9,1116,24,audio,514344.4194473916
14,853,13,audio,322742.28821451147
13,602,65,ssh,503816.5771597123
8,916,73,ssh,504640.1186341234
16,687,77,ssh,600941.5907532872
16,1434,43,video,605343.2299624111
9,807,65,web,320904.72314083757
10,1167,41,audio,441514.6400782751
12,1369,18,web,444795.33472598804
12,1207,72,web,380260.46525018
8,306,81,web,203356.52374410443
15,250,87,ssh,329252.8015404071
15,767,42,ssh,453251.1550812953
11,627,96,audio,383095.3240830225
14,264,30,audio,302808.75246422604
17,1016,64,audio,371233.51525017986
10,1268,85,web,439239.41484779
13,1109,66,ssh,597970.4975411067
17,136,11,video,309554.3903311882
17,432,22,web,250710.56771111
16,502,13,ftp,466291.9427475893
8,513,93,web,262061.8322511389
12,144,59,ssh,336463.47204459715
11,305,57,ftp,453191.1762622424
15,161,87,web,366084.4113867725
8,519,39,ssh,376115.00415474083
16,967,38,ssh,526492.8683669287
13,919,17,video,454715.1030312384
11,118,21,web,154732.27828208532
16,464,50,ssh,502711.79017617134
12,1423,35,audio,393555.731334678
12,1130,59,ssh,538947.0414810663
12,527,11,video,411815.6868159981
8,1240,64,ssh,555295.2845805683
8,679,65,web,267258.05205748545
15,645,23,web,337537.8377219382
15,424,15,ftp,512617.16176985763
13,154,90,web,251331.7722607529
11,877,98,ftp,539338.9820093558
9,1091,70,audio,471010.1659575872
9,141,21,video,263597.5349862605
16,1420,22,audio,562259.3440946913
12,330,28,ftp,514162.9442428296
11,552,53,ssh,311621.16221557336
17,493,98,ssh,488153.37365978165
8,1481,68,audio,433413.30315261864
14,1251,46,ssh,715289.4292664885
10,790,34,ftp,501593.7733101905
13,491,25,video,413018.66209126863
12,1316,47,web,444934.1570202552
12,703,52,ftp,486445.770964047
12,980,96,ftp,557897.3476411287
8,1201,23,web,470983.9586550379
8,184,15,web,232096.90300891554
10,1153,98,video,626779.2043688782
17,148,32,video,333372.66675788496
11,1268,69,video,557495.9810623
12,168,21,ssh,340740.4217172356
9,1181,22,ftp,577845.8898442496
15,796,15,web,289605.6533761316
9,578,72,ftp,500800.50954621757
16,919,47,ftp,547837.6702556901
9,1419,59,video,580395.4461082101
16,1294,61,video,577800.5109490105
14,246,49,ftp,458084.1021837861
15,1429,17,video,653056.4969845113
9,1115,70,ssh,551114.1025117205
14,708,17,web,357936.3501426714
13,545,43,ftp,598075.4732042791
11,320,88,web,328330.8534647524
14,1389,69,ssh,689958.4849227422
11,194,66,video,311465.589223975
9,361,55,audio,306182.15277838986
17,996,31,ssh,483786.1853985029
14,1194,96,audio,531745.7200482207
15,318,49,web,276823.00888069207
9,191,54,ftp,411369.25625780906
12,226,64,video,388559.739412143
8,179,60,ssh,295411.2588787802
14,1361,95,video,671443.1425580174
15,1082,14,audio,493488.2343970142
13,1495,22,audio,521468.3010174013
12,1015,37,ftp,574063.5206091303
13,585,93,audio,402530.5607624297
9,793,89,ftp,624142.561603189
8,124,71,ssh,355380.38593450055
14,255,96,ftp,476201.54509896133
14,731,33,audio,383605.92388129357
17,1180,16,web,518101.20563507365
17,118,47,ftp,413655.8448531488
9,1316,46,video,529724.6200690464
9,336,77,web,323871.78271304973
8,376,51,ftp,448050.54168064316
17,1350,95,video,659352.9430022761
15,844,14,web,305235.9971548521
15,651,73,ftp,531435.3739185743
8,1446,59,ssh,682921.7019220114
15,1276,96,video,544383.0142118228
16,738,24,ssh,482035.04801151465
11,336,82,audio,326034.26154457394
8,1097,62,ftp,540942.2741003507
8,154,34,ftp,367109.4940689051
10,783,98,video,461231.83409128204
12,208,94,ftp,450934.08670809807
12,1307,18,audio,544417.6010418568
16,1491,47,ftp,778772.8597416127
17,1321,31,web,421895.75639995444
9,1494,96,ssh,647363.4259583745
9,472,58,audio,352112.4154212383
13,1072,77,audio,543717.3732899599
16,300,24,ssh,437924.5148658565
8,948,74,ssh,531145.6700796166
16,608,63,audio,416427.12659913156
16,1445,39,ssh,672188.441716813
16,374,29,video,322914.28538578155
12,310,42,ssh,402639.93962531345
16,603,95,web,421058.04970943456
11,1241,86,web,435832.1615652998
9,802,16,video,419872.3321273722
13,141,17,ssh,339574.1775236989
11,414,37,web,140607.02521965624
13,887,54,ftp,570429.508861734
10,428,82,ssh,441689.59653264366
13,1140,98,video,516375.3304559549
9,382,89,ssh,358168.1525557636
9,1042,83,audio,400869.6770109175
16,357,20,audio,349609.3808067782
14,674,40,web,423426.23865234526
10,673,21,audio,414221.6670452716
8,711,87,video,358482.6997584724
15,1142,60,web,476131.36552753515
13,936,53,video,445541.8812095355
14,522,59,video,374786.64687456115
16,1496,26,audio,519101.2201014358
12,857,44,audio,438703.3474927715
8,862,10,video,465362.6688224519
17,1204,38,audio,489898.44643601065
14,523,60,audio,350546.4629495988
12,528,73,audio,375313.1871617896
10,303,13,ssh,395499.7269762121
16,295,96,video,445811.28533792647
8,827,37,ftp,459681.4012245401
8,384,25,video,330301.3669902015
8,295,72,web,181598.7812054411
10,406,85,audio,321152.88604682987
13,113,62,audio,257291.23561596195
17,1269,94,ftp,683462.5273048648
10,1180,26,web,359012.8555944734
15,822,49,ssh,439535.51033962856
17,879,22,video,367078.12366425485
9,1333,61,ssh,585540.992286758
16,628,67,web,317549.9447083531
10,897,46,ftp,518603.1167598086
12,443,88,web,358727.42314158304
17,1402,85,ftp,664928.0906602344
15,308,70,ssh,492441.70410694013
9,740,88,ssh,568192.1872134629
13,1458,43,web,380554.97666053096
12,1411,79,web,486319.0729499485
17,351,26,audio,298215.17545820045
16,1388,29,ftp,526509.8027641367
12,370,82,audio,252767.93734657927
9,1019,68,video,521546.8053554237
12,518,78,video,503559.9626355632
11,894,96,web,426933.90713496244
14,1334,42,ssh,623981.6236256489
13,1488,87,video,605033.3809184456
9,1199,26,video,581933.1457324057
12,1444,66,audio,639211.9600978821
14,824,92,audio,401457.8660237907
14,532,10,video,281400.67198448547
12,208,22,web,107690.62683643991
16,740,36,audio,462094.0496079901
11,1170,79,video,526147.0729612807
10,478,68,ssh,438762.0955229359
11,1219,15,audio,366767.45035216433
12,1057,32,video,449740.5543605767
13,202,19,ftp,400125.9593049609
10,991,60,audio,438591.91916820355
9,953,28,ftp,529670.3980543121
11,1269,60,audio,436933.69008493284
12,1150,96,audio,448771.65036987385
11,629,77,ftp,579716.1642973616
10,778,93,web,364339.23098017497
15,1088,92,video,569207.8403477776
17,1205,51,web,406556.3094561335
11,527,66,web,145708.82572996878
9,921,77,video,441544.7846557752
9,1285,47,ssh,532171.4722787251
8,1031,71,web,399150.613431404
11,1161,16,web,559486.1856840921
17,610,80,web,381758.3008809128
16,492,59,ssh,594698.0079691744
14,812,61,audio,441338.4847669724
17,593,35,ftp,489605.6881213642
14,1323,35,ftp,669495.8039060442
14,1378,28,ssh,698631.9299738854
15,1302,18,web,535878.1298160619
8,646,70,ftp,475433.13159784605
17,693,29,ssh,500759.18478496495
17,488,59,video,340636.65601644275
15,257,89,ftp,512133.4312345715
11,1127,90,video,603067.7349527947
11,266,31,web,225689.9727058008
11,1059,22,ftp,544430.7972819936
13,508,21,ssh,445106.5475638781
14,1327,19,audio,515772.9515681583
13,293,74,ftp,464657.191592481
8,334,39,ftp,435235.7562167976
15,817,17,ftp,538209.2574765314
17,1273,30,ftp,704397.7464113203
14,1282,31,ssh,628711.3722582563
13,1402,27,ssh,559744.8426427925
13,915,75,audio,384970.46984207025
12,503,57,ssh,426381.2791486719
13,992,53,ssh,576741.856205259
16,777,18,web,351802.87069454073
17,1434,76,web,477642.47949386726
16,167,63,video,357975.9298362915
17,187,35,audio,273359.4740238864
15,316,94,web,329224.3230112066
17,100,35,audio,289152.9217533524
16,1258,43,audio,487336.0906273928
17,1474,17,ftp,699875.9386023231
15,239,19,audio,348052.4029762101
15,717,57,ftp,518418.4961726811
8,232,64,video,338532.84908235807
17,277,63,video,368376.98297670024
12,909,87,video,506649.184193105
11,1481,49,ftp,642971.7529202135
9,479,24,ftp,458316.7716579688
15,1007,90,video,576791.16412084
10,757,27,ftp,468049.65093769465
11,549,32,ssh,364329.7448337459
14,685,71,ssh,427927.2217756518
17,562,55,ftp,466366.87348999054
16,1089,96,ftp,675566.1643946333
9,1231,48,web,344907.0157067267
10,221,24,web,191305.23276282346
11,116,62,audio,290114.4651655354
17,1319,97,audio,568132.9530274296
8,426,73,audio,292422.0510018757
14,417,72,video,398946.1865877553
9,908,89,ssh,526457.2664868784
12,1375,25,video,536287.9522225907
8,602,79,ftp,489358.26406727097
10,218,75,web,342871.37173784804
9,809,22,ftp,558265.5451965651
8,144,56,ftp,520832.5458756072
14,413,18,web,236751.84335397492
12,1302,72,ftp,652151.6701555926
8,517,43,audio,248293.71173616764
13,655,90,web,300521.65989552136
12,1201,38,ftp,714295.6574331251
10,425,46,audio,281898.28550791217
14,1480,52,audio,637964.0650072229
17,614,95,ssh,443131.8869660055
16,313,73,audio,276426.54829633614
16,173,33,video,314038.43894882896
16,608,80,web,338412.5039160411
9,431,43,web,298854.3646225065
10,1216,57,web,444238.5208593133
14,787,21,ftp,517084.2371327986
12,756,32,ftp,520534.2096740947
9,1392,88,video,551446.854010765
10,1499,22,audio,465067.3132337135
17,1127,96,ftp,614001.8531699189
13,1261,54,audio,545594.1945716705
14,1354,74,audio,436391.75360364304
16,699,56,ftp,628667.9348722528
8,1175,67,ftp,591350.2887198884
14,424,14,video,323174.569680392
15,1091,86,ssh,623187.9645348635
10,816,14,web,394460.82920735586
11,822,69,ftp,609781.6220801979
17,376,30,ftp,500292.60246799455
13,635,33,audio,412843.1744860918
17,251,27,ssh,312875.1211428067
14,1054,30,ftp,569708.4729255926
11,358,63,ssh,362541.49699875776
15,423,19,web,330331.93656075874
12,1116,33,audio,430526.0990538057
8,968,94,video,522870.32783910277
11,1291,98,web,488992.8471244319
10,787,69,ssh,448784.65319181595
16,409,66,ssh,415452.0895011858
15,902,32,web,436090.88454073627
8,1179,31,ssh,502525.8675657793
13,719,77,video,453543.38050977397
16,572,43,video,376772.93568367773
14,1419,79,ssh,627602.390654207
11,560,37,ssh,433191.9028015014
8,1447,48,video,514256.67448512546
9,913,51,ssh,455077.6523008059
12,945,32,ftp,579313.6668388721
12,1264,79,audio,460063.1295604412
15,766,89,ftp,532167.1222150663
13,361,11,ssh,345747.3428149015
15,1364,33,ssh,610404.597683434
9,454,26,audio,345985.08171999204
10,869,74,ssh,586126.4318156133
13,279,79,audio,274004.09570031107
17,165,78,video,464515.53966656054
10,919,69,audio,368064.7569646602
13,1471,59,audio,592877.4261663934
13,270,21,ftp,393415.17729922786
9,573,56,ssh,394053.8365064995
14,633,76,video,397362.19216078054
9,1490,74,web,477377.61501754407
13,1230,36,audio,507998.6085516805
8,538,57,web,309593.4018952411
10,934,97,ssh,488100.74923260557
9,326,71,audio,246217.03562443657
14,541,53,web,258868.06533182264
11,495,28,ftp,462432.27988072444
15,827,68,web,363892.2197904563
13,183,17,ftp,362591.2268965102
17,1136,64,video,557680.1847031622
11,792,56,ssh,604528.4404167659
12,592,11,web,258664.22690824245
16,1391,48,audio,510524.40893982333
14,1243,54,ssh,623583.0785162185
17,1069,41,web,391359.18541316024
16,452,74,audio,390848.22408590914
14,1180,47,audio,443572.864661048
8,139,86,audio,352405.98037886503
15,1459,20,audio,544038.7486296147
11,739,19,web,281298.8525461644
10,272,68,video,308965.4150265363
14,358,99,ftp,465410.0123645982
10,616,64,ftp,573837.4833124437
15,829,29,ftp,491862.4496199358
13,622,90,video,401002.9164770248
12,938,26,audio,382516.9721537287
11,216,77,audio,285915.6016621531
15,283,14,ssh,375044.5153676603
15,1239,69,ftp,582738.6084304769
8,261,32,ftp,388208.8658202266
16,642,55,audio,380922.4658407516
12,1360,61,ftp,631095.1082460108
11,938,19,audio,436438.7744523832
13,1189,55,audio,526270.4214376824
13,1193,37,audio,468180.66501353035
9,546,52,web,291727.07934253645
15,515,35,web,187447.20013253647
14,631,64,web,307144.86139190843
8,540,57,web,326741.08458789566
12,837,38,video,425228.17084103613
13,563,36,ssh,408736.916180402
11,495,27,ssh,531384.4463015465
9,810,69,audio,482453.85950979026
11,494,83,ftp,518678.74562410783
8,425,78,web,320945.53057400236
14,1214,83,ssh,493003.2291020961
9,849,30,ssh,440422.4279685647
9,1193,33,web,376602.10634134244
16,1289,12,video,532000.9950566527
12,741,71,video,419202.79895130184
9,313,11,ssh,235598.68542418268
16,1458,75,video,628401.230935428
16,468,51,web,326282.70641403034
8,148,43,ssh,421194.93957949907
10,1175,51,web,371084.53676125186
11,1412,29,video,508391.84211100487
14,1362,77,web,346900.77570177655
17,232,54,video,343721.6581704557
11,1098,84,video,561655.5890531086
9,885,51,web,316911.606890364
14,1289,56,video,662972.2409271824
13,1497,14,audio,508570.2582105238
10,472,98,web,300749.61421442777
13,578,58,audio,291444.8459709203
13,931,46,web,388561.01725876395
12,749,43,video,332334.01025736524
11,781,82,video,486884.8977506572
17,787,79,ssh,568121.4088117706
8,1423,27,ssh,656064.5712168255
17,181,87,audio,263701.56406161556
13,186,28,video,324228.105914871
9,324,87,ssh,431490.8279693252
10,115,49,video,319614.0819165155
15,921,26,web,328935.0362432574
17,1481,69,ssh,546100.905522193
13,262,51,audio,310248.01484422403
10,613,90,ssh,459975.016084504
14,449,81,video,371966.47035192803
11,780,74,ftp,586197.2681857733
16,1498,62,ftp,708354.0230922784
12,1215,16,video,445040.24736161006
10,280,14,web,116427.38554518892
9,842,33,ssh,423451.83674334176
9,1424,37,ftp,767950.6147383393
10,759,71,web,373438.83869663865
9,1312,26,video,529830.6170987505
11,1437,29,web,447816.95364070975
9,592,12,video,357030.3530026282
17,1022,46,ssh,620759.7991679547
16,227,99,web,250370.21290482843
9,664,24,ssh,468646.0205342146
16,1310,60,web,454578.6024854203
13,649,57,video,520307.8315917531
8,552,17,video,396014.42537891516
11,570,22,web,342277.8407341813
8,1087,57,video,456679.51126558805
13,837,12,audio,441306.8056283711
11,323,74,audio,290971.1287302655
10,253,82,ssh,397101.74119664246
10,659,40,audio,433552.38353097293
16,450,35,audio,285361.24716217903
13,1270,90,ftp,674162.38656527
16,448,65,ftp,524000.2629259363
12,281,43,ftp,463700.2190400405
9,736,18,ftp,478660.77534532675
15,1117,71,video,638213.2050404041
12,278,22,ssh,311853.405732987
9,1162,78,ssh,639344.2694316235
11,871,50,audio,464953.28027958196
16,993,86,ssh,666644.4394801842
11,1126,10,audio,355788.645064609
11,1115,98,ssh,533558.4256055144
9,163,56,web,280197.15295808204
13,128,13,web,103248.04226848455
9,471,72,ssh,344877.0549479793
14,196,61,video,315284.6106644254
10,1326,19,audio,484299.68943111337
10,1092,37,ssh,616511.2536824387
12,120,15,audio,232236.70425348208
10,834,36,ftp,504388.042596773
9,1225,21,ssh,566069.4968848213
17,1169,71,video,577779.82416472
16,165,61,ftp,465561.99110851355
9,702,57,ssh,455000.6896024328
9,1287,76,web,342645.6943040925
15,1234,55,ssh,553419.2005446834
16,437,83,web,379913.55426337314
14,222,24,web,235753.44689883
10,546,80,ssh,433073.89404464717
16,710,45,ssh,550408.4274186988
10,1414,23,web,387794.16838155256
12,770,87,audio,396232.5933143496
16,714,12,ftp,535687.9202587019
10,996,76,video,465131.12483526854
14,380,95,ssh,448538.1411450799
8,1166,28,ftp,577815.3034289117
11,695,85,ftp,466532.84761070623
11,802,63,audio,405973.8940939528
14,1174,78,ftp,577382.4104243566
15,309,19,ssh,404580.7562548361
8,225,42,ftp,474706.79120750545
12,591,22,ssh,425148.8401361973
14,1059,60,ssh,503225.84350145067
11,1069,41,web,382950.60933975095
11,680,84,audio,341401.4445960734
11,876,33,video,476425.4501315735
13,357,44,web,251000.56262385732
14,1311,92,video,663688.1625832287
9,329,79,ssh,458449.4797838669
12,288,49,web,234445.97477592988
11,109,63,ftp,444080.4533986545
10,1237,53,ftp,604238.1795418577
14,1199,71,video,546997.8442582585
13,775,77,ssh,490428.2901824844
14,601,42,video,449522.79799248546
12,184,86,audio,361449.4138354789
13,148,65,ftp,467032.4103595572
12,937,45,web,415996.8300642678
14,1107,63,web,469051.67186178645
9,788,28,web,344162.7961167355
12,486,52,ftp,426235.6920394866
13,1069,21,ssh,624348.575970825
13,1105,20,ftp,686220.5413349213
12,317,79,ftp,451206.0198343316
17,1104,21,web,397765.1042391909
14,1469,50,ftp,719420.5826457688
17,1353,34,web,500140.6417591752
15,354,12,ssh,391702.69656234904
14,335,12,audio,230498.7172206198
12,1149,93,web,451585.05953748885
8,1384,37,video,562871.8269087772
12,370,32,audio,336291.0574019399
17,222,57,ssh,425364.6386177104
9,755,76,audio,370444.2425819045
12,1380,51,web,511200.1019753139
12,358,97,ssh,433392.4248782959
9,1047,49,video,455653.84928176395
12,146,15,web,187667.33089771395
11,962,29,web,274601.5483762509
8,624,20,ssh,415687.9087910731
10,987,36,ssh,549821.8259937335
8,307,30,audio,283389.1511069615
12,1434,22,video,633833.2086490593
11,846,95,audio,408551.2542992148
14,248,44,audio,315965.6581526658
12,537,56,web,335037.0088152886
17,254,95,ssh,550442.8504143704
11,1213,37,web,423338.27455588203
9,457,30,video,299190.6410567988
11,1297,27,audio,520296.4376677641
9,1340,40,video,626286.3677984228
15,555,69,ssh,454372.5644886689
10,875,46,ssh,540054.0769303208
16,728,30,ftp,602036.402761446
11,1322,23,video,581753.2771985077
13,931,98,web,406477.9261236789
17,585,69,video,401576.3120893427
12,632,32,audio,348336.0225993207
17,299,38,ssh,436730.02269388153
8,470,56,ssh,457411.1262045865
16,1113,39,video,538797.2523999519
8,952,99,video,460904.60167297116
15,347,93,video,418668.9828074884
16,887,47,audio,473904.25338714104
16,363,92,audio,367580.50282072404
8,1181,36,web,352390.6442730838
9,1425,98,video,569929.6982641405
8,130,96,web,261391.03882062336
17,1372,24,ftp,602249.1095627763
9,704,68,audio,265141.09888044203
17,1394,12,ssh,695204.1425072011
15,601,19,ftp,530270.762751094
12,1207,88,ssh,625736.5001260053
14,1488,89,ftp,658259.1513186472
9,985,26,web,391876.4031733269
15,648,92,web,364362.4343784182
13,1465,20,audio,438783.62110758014
15,938,57,ssh,612314.1707136929
8,1216,14,ftp,598134.1661809364
8,947,78,video,448595.80169603653
14,713,73,video,430200.51270073914
15,511,23,audio,237938.90472838117
10,531,59,ssh,465366.82998156815
12,777,35,video,445992.8603622863
8,258,81,audio,272395.99338334525
14,113,78,audio,345524.26037258364
12,472,16,ssh,343207.0490502077
15,324,25,video,322461.37618161924
15,1196,64,video,503699.5872619807
16,1372,87,video,583960.2510114224
14,610,65,web,327873.50126286113
8,702,13,video,408400.6761905677
10,315,57,ftp,424151.3273447441
15,1087,26,web,361532.2132422553
10,1343,45,web,525400.3474885222
15,939,79,web,522882.00958942843
8,826,89,web,356864.33359410125
12,1344,47,audio,464460.98164895666
11,653,71,ftp,594872.7065521147
12,1165,57,ssh,499162.1446835768
15,775,19,video,422761.3337647586
17,972,45,web,367094.1474326849
11,382,38,ssh,342423.2224774756
11,1181,87,audio,470698.78835391154
10,933,13,ssh,449891.3960413018
14,636,53,web,324332.7232074327
10,1196,65,ftp,623058.8583836232
10,1022,51,ssh,498833.41382390104
17,1252,22,web,427874.33217030653
12,941,55,web,364157.5516048145
12,1047,91,video,555392.3030559714
13,764,42,video,431378.5299467907
15,1248,30,ftp,680835.0870393049
17,166,89,video,391990.64917773276
13,105,88,ftp,458576.5348450371
8,736,66,audio,439592.29851729865
15,413,78,audio,290630.4560127045
15,1449,79,video,580640.8446846444
16,664,76,audio,488964.94001497846
16,925,57,ssh,530634.1749705366
9,605,85,ssh,317743.8155047075
9,1205,42,ssh,546851.5828426058
10,1125,45,audio,454246.9765081625
8,303,42,ssh,240744.34412843946
11,761,40,ftp,593896.7819943974
11,904,30,web,315114.3768067199
16,503,36,video,415028.1557593758
16,1226,81,ftp,654400.9227327969
16,635,71,ssh,428082.4290397979
17,1491,35,web,447174.593268229
14,1335,75,video,527745.8581786227
9,676,21,ftp,544983.5954591819
17,1332,31,video,559523.0905949924
12,862,26,audio,369306.72417241265
11,216,16,ssh,309469.55437048845
15,727,77,ftp,618707.5110763063
9,848,46,ftp,610810.0636261794
13,204,47,web,288537.19493533403
12,594,20,web,313421.8669577083
9,145,10,web,193491.5020935356
17,922,34,video,425603.1091012049
8,1454,51,ssh,594009.0436644471
15,1339,61,video,539106.9898326781
9,1081,33,ssh,436424.3945507645
14,1059,62,ftp,665652.1709582683
16,944,65,video,466508.50268038624
16,548,72,video,485397.0953717654
15,635,90,video,491087.3200380006
17,610,17,audio,393335.89883167093
16,639,68,ssh,522444.2035881592
9,115,54,ssh,314234.3058963146
13,342,36,video,444292.50756453327
11,1330,61,audio,503656.27154765243
11,1011,27,video,485796.5842559352
12,1394,95,ssh,603846.1833216681
10,860,25,ftp,487941.736961152
8,804,75,audio,412164.80044047115
15,214,14,audio,285675.67479693925
12,1422,91,video,550432.3817048711
10,496,12,ftp,383278.6640612298
17,493,90,ssh,415103.84563362267
14,1198,89,web,513906.68585455534
14,1077,79,ssh,544237.3092674965
8,1226,16,ssh,526254.5727162083
16,396,59,ftp,561217.0129379531
9,1101,23,audio,370592.47192567925
12,277,47,ssh,352550.25871414714
12,1338,88,audio,483161.65857196535
15,1066,56,ftp,697103.424058302
15,414,42,ftp,578469.1750291206
14,1162,52,video,565978.1612701085
14,358,38,web,299769.236207712
13,106,66,ftp,390182.24985736347
13,148,14,ftp,498966.42434521415
16,260,69,audio,329884.8127179331
13,275,79,ftp,502155.513222487
9,1125,11,ssh,520223.7530614523
9,1100,79,video,491098.37063361943
12,554,52,video,479952.11297980585
11,375,13,ssh,413486.18398691533
9,597,65,ftp,569468.7730535191
10,775,68,web,351766.4085872522
14,1151,98,ftp,606781.6731788454
15,1456,18,video,546032.8533560756
13,1124,12,web,400948.26212323055
12,1311,99,audio,490374.98919783364
8,155,57,audio,194126.92956861548
15,646,52,ftp,590270.8515893512
10,1235,10,ftp,574756.4964588244
13,1433,66,web,491509.637389566
10,135,62,web,222806.67949428025
14,538,25,ftp,460692.3437339716
14,694,60,video,511339.973315437
16,1448,84,audio,505742.91193976934
12,406,99,web,303781.26317903853
15,718,64,video,462905.88531882915
17,1232,10,ftp,633687.2698567926
17,1495,99,ssh,618654.3693364009
15,456,37,web,328240.8775931732
8,280,62,ssh,414175.53351672983
12,1479,67,video,555521.5735704391
10,167,82,audio,309774.3603602681
8,391,69,video,371445.3843150388
11,791,68,audio,333169.39273194456
15,280,31,video,303803.5542714321
10,533,17,web,322014.072244479
17,1013,58,web,432070.8092571025
9,165,51,ssh,325284.8527094687
16,1144,36,video,483876.2054413679
17,483,48,video,379830.31009422895
12,138,92,ssh,361376.0235061148
14,1408,34,ftp,626301.8483685374
9,921,47,video,365611.7943808349
16,701,94,video,524200.6643200393
16,884,33,video,521831.68363057217
11,1459,33,ftp,599637.227409657
11,1311,69,web,458515.56477818335
13,770,92,ssh,469888.0898642617
17,1366,59,ftp,674621.6388386732
17,1196,75,audio,494461.67100631713
17,578,23,audio,340708.2892141064
13,660,62,ftp,628147.3542038143
8,200,41,ftp,378483.7157661905
16,613,57,web,290686.8087466538
9,275,48,audio,235870.9285251476
12,337,49,ssh,454088.84782008774
16,1009,51,video,424694.88341535325
11,1182,86,video,496268.854178224
10,1222,85,web,509241.1420055767
14,970,17,web,384699.30939988233
13,594,88,audio,387396.1002518057
15,1046,35,ssh,658307.323007185
10,854,21,ssh,493617.39764742495
12,1420,52,ftp,634590.6919320208
